category,age,country,countryOfCitizenship,selfMade,gender,finalWorth
Sports,2,United States,United States,False,M,2
Finance & Investments,2,United States,United States,True,M,2
Manufacturing,2,China,China,True,M,2
Metals & Mining,1,Russia,Russia,True,M,2
Telecom,2,Switzerland,France,True,M,2
Finance & Investments,1,United States,United States,True,M,2
Finance & Investments,2,Spain,Venezuela,True,M,2
Finance & Investments,1,United States,United States,True,M,2
Healthcare,2,China,China,True,M,2
Logistics,3,United States,United States,True,F,2
Food & Beverage,3,United States,United States,True,F,2
Diversified,2,Canada,Canada,True,M,2
Metals & Mining,2,Russia,Russia,True,M,2
Finance & Investments,2,Kazakhstan,Kazakhstan,True,M,2
Finance & Investments,1,Kazakhstan,Kazakhstan,False,F,2
Real Estate,2,,United Kingdom,True,M,2
Real Estate,2,,United Kingdom,True,M,2
Food & Beverage,2,United States,United States,False,F,2
Real Estate,3,United States,United States,True,M,2
Diversified,1,Vietnam,Vietnam,True,M,2
Healthcare,2,United States,United States,False,M,2
Finance & Investments,2,Taiwan,Taiwan,False,M,2
Finance & Investments,2,Taiwan,Taiwan,False,M,2
Technology,1,China,China,True,M,2
Manufacturing,2,China,China,True,M,2
Technology,2,China,China,True,M,2
Finance & Investments,3,United States,United States,True,M,2
Service,2,Israel,Israel,False,F,2
Finance & Investments,2,Latvia,Russia,True,M,2
Real Estate,3,China,China,True,F,2
Real Estate,2,China,China,True,M,2
Finance & Investments,3,United States,United States,False,M,2
Finance & Investments,3,United States,United States,False,M,2
Energy,2,Indonesia,Indonesia,True,F,2
Technology,2,United States,United States,True,M,2
Finance & Investments,3,France,France,True,M,2
Technology,1,United States,United States,True,M,2
Technology,1,China,United States,True,M,2
Finance & Investments,2,China,China,True,M,2
Technology,2,United States,United States,True,M,2
Service,2,United States,United States,False,F,2
Automotive,2,United States,United States,False,M,2
Technology,2,United States,United States,True,M,2
Food & Beverage,1,United States,United States,False,F,2
Fashion & Retail,2,Indonesia,Indonesia,True,M,2
Diversified,2,Indonesia,Indonesia,True,M,2
Finance & Investments,1,United States,United States,True,M,2
Food & Beverage,2,Czech Republic,Czech Republic,True,M,2
Service,3,France,France,False,F,2
Media & Entertainment,3,Germany,Germany,False,M,2
Food & Beverage,3,United States,United States,True,M,2
Energy,2,United States,United States,True,M,2
Technology,2,United States,United States,True,M,2
Food & Beverage,1,Italy,Italy,False,M,2
Manufacturing,2,Finland,Finland,False,M,2
Manufacturing,1,China,China,True,M,2
Service,3,United States,United States,False,M,2
Fashion & Retail,2,Russia,Russia,True,M,2
Food & Beverage,2,United States,United States,False,F,2
Diversified,2,Brazil,Brazil,False,M,2
Finance & Investments,2,Brazil,Brazil,False,M,2
Sports,3,United States,United States,True,M,2
Manufacturing,2,Switzerland,Switzerland,True,M,2
Real Estate,3,United States,United States,True,M,2
Diversified,3,Australia,Australia,True,M,2
Technology,2,United States,United States,True,M,2
Healthcare,2,China,China,True,M,2
Energy,3,United States,United States,False,M,2
Technology,1,United States,United States,True,M,2
Food & Beverage,3,United States,United States,False,F,2
Diversified,2,China,China,True,M,2
Manufacturing,3,India,India,False,F,2
Sports,2,United States,United States,True,M,2
Technology,1,United States,United States,True,M,2
Manufacturing,2,Malaysia,Malaysia,True,M,2
Technology,1,United States,United States,True,M,2
Manufacturing,2,China,United States,True,M,2
Technology,1,Canada,Canada,True,M,2
Automotive,3,United States,United States,True,F,2
Telecom,2,India,India,False,M,2
Telecom,2,India,India,False,M,2
Media & Entertainment,3,United States,United States,True,M,2
Finance & Investments,3,United States,United States,False,M,2
Telecom,2,Italy,Israel,True,M,2
Media & Entertainment,3,United States,United States,True,M,2
Healthcare,3,Poland,Poland,True,M,2
Energy,2,Switzerland,Sweden,True,M,2
Metals & Mining,2,Mexico,Mexico,True,M,2
Diversified,2,China,China,True,M,2
Manufacturing,3,Germany,Germany,False,M,2
Food & Beverage,2,United States,United States,False,M,2
Food & Beverage,2,United States,United States,False,M,2
Finance & Investments,3,Thailand,Thailand,True,M,2
Finance & Investments,2,China,China,True,M,2
Automotive,3,South Korea,South Korea,False,M,2
Finance & Investments,2,Cayman Islands,Belize,False,M,2
Fashion & Retail,3,Italy,Italy,False,M,2
Healthcare,3,Germany,Germany,True,M,2
Energy,3,United States,United States,False,M,2
Sports,2,United States,United States,False,M,2
Diversified,1,Thailand,Thailand,False,F,2
Food & Beverage,2,United States,United States,False,F,2
Healthcare,3,Brazil,Brazil,True,M,2
Diversified,3,Brazil,Brazil,False,M,2
Diversified,2,Brazil,Brazil,False,M,2
Gambling & Casinos,2,United States,United States,True,M,2
Fashion & Retail,2,Germany,Germany,False,M,2
Fashion & Retail,1,Germany,Germany,False,M,2
Fashion & Retail,1,Germany,Germany,False,F,2
Manufacturing,2,China,China,True,M,2
Finance & Investments,2,United States,United States,True,M,2
Finance & Investments,2,Taiwan,Taiwan,False,M,2
Food & Beverage,3,India,India,False,M,2
Healthcare,2,China,China,True,M,2
Manufacturing,2,China,China,True,M,2
Healthcare,2,China,China,True,M,2
Service,2,India,India,False,M,2
Construction & Engineering,3,Italy,Italy,True,M,2
Media & Entertainment,3,United States,United States,True,M,2
Finance & Investments,2,United States,United States,True,M,2
Finance & Investments,2,United States,United States,True,M,2
Service,2,United States,United States,True,M,2
Food & Beverage,2,United States,United States,True,M,2
Media & Entertainment,3,United States,United States,False,F,2
Automotive,1,China,China,True,M,2
Real Estate,2,United States,United States,False,M,2
Real Estate,3,India,India,False,M,2
Energy,2,United States,United States,True,M,2
Telecom,2,Japan,Japan,True,M,2
Healthcare,1,China,China,True,M,2
Finance & Investments,2,Taiwan,Taiwan,False,M,2
Service,3,United States,United States,True,M,2
Manufacturing,3,United States,United States,True,F,2
Manufacturing,3,United States,United States,True,M,2
Finance & Investments,1,United States,United States,True,M,2
Finance & Investments,3,United States,United States,True,M,2
Real Estate,2,United States,United States,False,M,2
Real Estate,2,United Kingdom,Cyprus,True,M,2
Technology,2,China,China,True,M,2
Logistics,2,United States,United States,True,M,2
Real Estate,2,China,China,True,M,2
Media & Entertainment,1,China,Singapore,True,M,2
Technology,2,United States,United States,True,M,2
Real Estate,3,United States,United States,False,M,2
Finance & Investments,1,Kazakhstan,Georgia,True,M,2
Fashion & Retail,2,United Kingdom,United Kingdom,True,M,2
Manufacturing,3,Japan,Japan,True,M,2
Finance & Investments,2,United States,United States,True,M,2
Fashion & Retail,3,Chile,Chile,True,M,2
Service,2,United States,United States,False,M,2
Technology,3,United States,United States,True,M,2
Food & Beverage,2,United States,United States,True,M,2
Fashion & Retail,3,United States,United States,True,M,2
Real Estate,2,Israel,Israel,True,M,2
Manufacturing,2,China,China,True,M,2
Diversified,2,India,India,False,M,2
Diversified,1,India,India,False,M,2
Finance & Investments,2,Italy,Canada,True,M,2
Finance & Investments,2,United States,United States,True,M,2
Automotive,1,Switzerland,Belgium,False,M,2
Food & Beverage,3,Bermuda,Colombia,False,F,2
Real Estate,3,Canada,Canada,True,M,2
Finance & Investments,2,United Kingdom,Colombia,False,M,2
Gambling & Casinos,2,Hong Kong,Hong Kong,False,F,2
Finance & Investments,2,Switzerland,United Kingdom,True,M,2
Automotive,2,China,Hong Kong,True,M,2
Finance & Investments,3,United States,United States,False,M,2
Finance & Investments,1,Kazakhstan,Kazakhstan,True,M,2
Finance & Investments,1,United States,United States,True,M,2
Real Estate,3,Hong Kong,Hong Kong,False,M,2
Real Estate,2,Hong Kong,Hong Kong,True,M,2
Finance & Investments,2,United States,United States,True,M,2
Diversified,3,United Kingdom,Egypt,True,M,2
Fashion & Retail,2,Japan,Japan,True,M,2
Technology,3,Japan,Japan,True,M,2
Technology,1,Australia,Australia,True,M,2
Technology,1,Australia,Australia,True,F,2
Finance & Investments,2,United States,United States,False,M,2
Fashion & Retail,2,Spain,Spain,False,M,2
Real Estate,3,United States,United States,True,M,2
Fashion & Retail,2,Switzerland,Canada,True,M,2
Logistics,3,Hong Kong,Hong Kong,False,M,2
Food & Beverage,2,China,China,True,M,2
Automotive,2,China,China,True,M,2
Technology,2,China,China,True,F,2
Manufacturing,1,China,China,True,M,2
Fashion & Retail,1,United States,Italy,False,M,1
Healthcare,2,Brazil,Brazil,False,M,1
Finance & Investments,2,China,China,True,M,1
Manufacturing,3,Italy,Italy,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Fashion & Retail,2,United States,Italy,False,M,1
Fashion & Retail,1,Italy,Italy,False,M,1
Fashion & Retail,1,Italy,Italy,False,M,1
Fashion & Retail,1,Italy,Italy,False,M,1
Fashion & Retail,2,Italy,Italy,False,F,1
Fashion & Retail,2,Luxembourg,Italy,False,F,1
Finance & Investments,2,Germany,Germany,True,M,1
Fashion & Retail,2,China,China,True,F,1
Technology,2,United States,United States,True,M,1
Energy,2,Russia,Russia,True,M,1
Manufacturing,3,Hong Kong,Hong Kong,True,M,1
Food & Beverage,1,China,China,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Food & Beverage,2,Switzerland,Switzerland,False,F,1
Healthcare,3,Thailand,Thailand,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Fashion & Retail,3,Germany,Germany,True,M,1
Construction & Engineering,2,Russia,Russia,True,M,1
Fashion & Retail,2,Italy,Italy,True,M,1
Healthcare,1,Germany,Germany,False,F,1
Automotive,2,India,Australia,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Technology,2,United States,United States,True,M,1
Manufacturing,3,Netherlands,Netherlands,False,M,1
Diversified,2,China,China,True,M,1
Technology,1,United States,United States,True,M,1
Logistics,2,China,China,True,M,1
Fashion & Retail,2,Monaco,Italy,False,F,1
Manufacturing,2,Canada,Canada,False,M,1
Finance & Investments,2,United States,United States,True,M,1
Energy,1,Thailand,Thailand,True,M,1
Metals & Mining,1,Russia,Russia,True,M,1
Food & Beverage,2,Philippines,Philippines,True,M,1
Food & Beverage,1,India,India,True,M,1
Manufacturing,1,Switzerland,Switzerland,False,M,1
Diversified,2,British Virgin Islands,United Kingdom,True,M,1
Finance & Investments,2,South Korea,South Korea,False,M,1
Food & Beverage,2,Italy,Italy,False,F,1
Fashion & Retail,3,Switzerland,United Kingdom,True,M,1
Media & Entertainment,3,United States,United States,True,M,1
Sports,3,United States,United States,False,M,1
Finance & Investments,2,United States,United States,True,M,1
Fashion & Retail,2,United States,United States,False,M,1
Food & Beverage,2,United States,United States,False,M,1
Fashion & Retail,2,Japan,Japan,True,M,1
Technology,2,United States,United States,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Real Estate,3,United States,United States,True,M,1
Healthcare,2,India,India,False,F,1
Media & Entertainment,2,Germany,Germany,False,M,1
Food & Beverage,3,Switzerland,Switzerland,False,M,1
Healthcare,1,China,China,True,M,1
Technology,1,China,China,True,M,1
Technology,1,United States,United States,True,M,1
Media & Entertainment,3,United States,United States,True,M,1
Construction & Engineering,3,France,France,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Manufacturing,3,United States,United States,True,M,1
Manufacturing,2,China,China,True,M,1
Food & Beverage,3,United States,United States,False,M,1
Food & Beverage,2,Brazil,Brazil,True,M,1
Automotive,3,Switzerland,Switzerland,False,M,1
Technology,1,China,China,True,M,1
Real Estate,3,Australia,Australia,False,M,1
Construction & Engineering,2,Canada,Canada,True,M,1
Diversified,3,Singapore,Singapore,False,M,1
Finance & Investments,2,United States,United States,True,M,1
Media & Entertainment,3,Israel,Israel,True,M,1
Fashion & Retail,3,Japan,Japan,True,M,1
Metals & Mining,3,Chile,Chile,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Diversified,3,United States,United States,True,M,1
Telecom,2,Egypt,Egypt,False,M,1
Finance & Investments,1,China,Hong Kong,True,M,1
Technology,1,Israel,Israel,True,M,1
Finance & Investments,2,Canada,Canada,True,M,1
Finance & Investments,1,United Kingdom,United Kingdom,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Manufacturing,2,United States,United States,False,M,1
Manufacturing,1,China,China,True,M,1
Fashion & Retail,2,Singapore,Japan,True,M,1
Food & Beverage,1,,Mexico,False,F,1
Fashion & Retail,3,Italy,Italy,True,F,1
Fashion & Retail,3,Italy,Italy,True,M,1
Manufacturing,3,India,India,False,M,1
Finance & Investments,2,United Kingdom,United States,True,M,1
Manufacturing,2,China,China,True,M,1
Fashion & Retail,2,Italy,Italy,True,M,1
Manufacturing,3,Mexico,Mexico,True,M,1
Healthcare,3,Italy,Italy,True,M,1
Automotive,1,China,China,True,M,1
Media & Entertainment,2,United States,United States,True,M,1
Technology,2,United States,United States,True,M,1
Logistics,3,Australia,Australia,True,M,1
Fashion & Retail,1,Russia,Russia,True,M,1
Technology,2,India,India,True,M,1
Fashion & Retail,2,Brazil,Brazil,True,M,1
Finance & Investments,2,United Kingdom,Australia,True,M,1
Healthcare,2,China,China,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Technology,1,South Korea,South Korea,False,F,1
Manufacturing,1,China,China,True,M,1
Manufacturing,1,China,China,True,M,1
Healthcare,2,India,India,False,M,1
Healthcare,2,India,India,False,M,1
Metals & Mining,2,Switzerland,Greece,True,M,1
Real Estate,2,United States,United States,False,M,1
Automotive,3,United States,United States,True,M,1
Construction & Engineering,2,United Arab Emirates,India,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Food & Beverage,2,United States,United Kingdom,True,M,1
Service,2,Germany,Germany,True,M,1
Energy,3,United States,United States,False,F,1
Manufacturing,3,Italy,Italy,False,F,1
Fashion & Retail,2,China,China,True,M,1
Finance & Investments,2,United States,United States,False,M,1
Healthcare,2,United States,United States,False,F,1
Logistics,1,Russia,Russia,True,M,1
Technology,1,Germany,Germany,False,M,1
Technology,1,Germany,Germany,False,M,1
Finance & Investments,2,United States,United States,True,M,1
Food & Beverage,2,China,China,True,M,1
Gambling & Casinos,3,United States,United States,True,M,1
Gambling & Casinos,2,United States,United States,True,M,1
Manufacturing,3,China,China,True,M,1
Manufacturing,3,China,Hong Kong,True,M,1
Gambling & Casinos,1,United Kingdom,United Kingdom,True,M,1
Finance & Investments,1,United States,Canada,True,M,1
Food & Beverage,1,China,China,True,M,1
Manufacturing,2,India,India,True,M,1
Manufacturing,3,India,India,True,M,1
Finance & Investments,3,Switzerland,Switzerland,True,M,1
Manufacturing,3,France,France,True,M,1
Real Estate,1,Russia,Russia,True,M,1
Media & Entertainment,1,United States,United States,True,M,1
Technology,2,United States,United States,True,M,1
Service,3,Switzerland,Sweden,True,M,1
Fashion & Retail,2,Brazil,Brazil,True,M,1
Manufacturing,2,Singapore,Singapore,False,M,1
Fashion & Retail,1,United States,United States,False,F,1
Food & Beverage,3,United States,United States,True,M,1
Manufacturing,2,Hong Kong,China,True,M,1
Manufacturing,2,Russia,Russia,True,M,1
Metals & Mining,2,Switzerland,Spain,True,M,1
Fashion & Retail,1,India,India,True,M,1
Diversified,2,Monaco,United Kingdom,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Real Estate,2,Hong Kong,Hong Kong,True,M,1
Real Estate,2,United States,Germany,False,F,1
Finance & Investments,1,Switzerland,Russia,True,M,1
Finance & Investments,2,United States,United States,False,F,1
Diversified,3,Indonesia,Indonesia,False,M,1
Fashion & Retail,2,Italy,Italy,True,M,1
Media & Entertainment,3,Germany,Germany,False,F,1
Real Estate,2,Hong Kong,Hong Kong,True,F,1
Finance & Investments,1,Kazakhstan,Kazakhstan,True,M,1
Fashion & Retail,2,United States,United States,True,M,1
Media & Entertainment,1,South Korea,South Korea,True,F,1
Diversified,1,United Arab Emirates,United Arab Emirates,False,M,1
Diversified,3,Turkey,Turkey,False,F,1
Real Estate,2,United States,United States,False,M,1
Energy,3,United States,United States,True,M,1
Automotive,3,United States,United States,True,M,1
Technology,2,Switzerland,Switzerland,False,F,1
Healthcare,2,China,China,True,M,1
Food & Beverage,3,France,France,False,M,1
Real Estate,1,Hong Kong,Hong Kong,False,F,1
Fashion & Retail,2,United States,United States,True,M,1
Real Estate,2,China,China,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Fashion & Retail,3,Canada,Canada,True,M,1
Automotive,3,,Belgium,False,F,1
Real Estate,3,United States,United States,False,M,1
Finance & Investments,2,United States,United States,True,M,1
Metals & Mining,2,China,China,True,M,1
Automotive,2,United States,United States,True,M,1
Food & Beverage,3,Singapore,Singapore,True,M,1
Diversified,3,Mexico,Mexico,False,M,1
Manufacturing,2,Italy,Italy,False,F,1
Real Estate,2,China,China,True,M,1
Manufacturing,2,India,India,False,M,1
Fashion & Retail,2,Germany,Germany,True,M,1
Healthcare,1,Switzerland,Russia,True,M,1
Fashion & Retail,2,Taiwan,Taiwan,True,M,1
Technology,2,China,China,True,M,1
Food & Beverage,2,India,India,False,M,1
Healthcare,2,France,France,True,M,1
Healthcare,2,Switzerland,Switzerland,False,F,1
Finance & Investments,2,United States,United States,True,M,1
Healthcare,2,India,India,False,M,1
Fashion & Retail,2,China,China,True,M,1
Fashion & Retail,3,United Kingdom,United Kingdom,False,M,1
Food & Beverage,2,United States,United States,False,M,1
Real Estate,1,Sweden,Sweden,True,M,1
Food & Beverage,1,China,China,True,M,1
Manufacturing,2,Singapore,Indonesia,True,M,1
Diversified,2,China,China,True,M,1
Diversified,2,Singapore,Indonesia,True,M,1
Service,2,United Arab Emirates,India,False,M,1
Media & Entertainment,1,Singapore,Singapore,True,M,1
Healthcare,2,China,China,True,M,1
Finance & Investments,1,Hong Kong,China,True,M,1
Manufacturing,2,China,China,True,M,1
Fashion & Retail,2,Spain,Spain,True,M,1
Automotive,3,Italy,Italy,False,M,1
Healthcare,2,China,China,True,M,1
Real Estate,2,United States,United States,True,M,1
Telecom,2,United Kingdom,United Kingdom,True,M,1
Technology,3,United States,United States,True,M,1
Fashion & Retail,2,Canada,Canada,True,M,1
Fashion & Retail,3,United States,United States,True,M,1
Sports,3,United Kingdom,United Kingdom,True,M,1
Technology,3,Israel,Israel,True,M,1
Media & Entertainment,2,United States,United States,False,M,1
Manufacturing,2,China,China,True,M,1
Construction & Engineering,3,Switzerland,Germany,False,M,1
Healthcare,2,Germany,Germany,False,F,1
Real Estate,2,United States,United States,True,M,1
Real Estate,2,Russia,Russia,True,M,1
Diversified,1,Turkey,Turkey,False,F,1
Technology,1,South Korea,South Korea,False,F,1
Healthcare,2,China,Hong Kong,True,M,1
Healthcare,2,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Manufacturing,1,China,China,True,M,1
Technology,1,Sweden,Sweden,True,M,1
Energy,3,Hong Kong,Hong Kong,False,M,1
Fashion & Retail,3,Germany,Germany,True,M,1
Technology,3,Germany,Germany,True,M,1
Real Estate,1,Russia,Russia,True,M,1
Real Estate,1,India,India,False,M,1
Energy,3,Argentina,Argentina,True,M,1
Finance & Investments,2,Chile,Chile,True,M,1
Automotive,2,India,India,False,M,1
Healthcare,1,Russia,Russia,True,M,1
Media & Entertainment,3,United States,United States,True,M,1
Food & Beverage,2,United States,United States,True,M,1
Finance & Investments,1,United States,India,True,M,1
Healthcare,3,Germany,Germany,False,F,1
Finance & Investments,1,United States,United States,True,M,1
Food & Beverage,2,United States,United States,False,M,1
Fashion & Retail,2,China,China,True,M,1
Fashion & Retail,2,China,China,True,M,1
Fashion & Retail,2,India,India,False,M,1
Healthcare,2,China,China,True,M,1
Technology,1,United States,Canada,True,M,1
Gambling & Casinos,3,Cambodia,Malaysia,True,M,1
Real Estate,2,Singapore,Singapore,True,M,1
Automotive,1,South Korea,South Korea,False,M,1
Diversified,2,India,India,False,F,1
Fashion & Retail,3,United States,United States,False,F,1
Manufacturing,1,China,China,True,M,1
Sports,1,United States,United States,False,M,1
Technology,1,Germany,Germany,False,M,1
Diversified,3,India,India,False,M,1
Diversified,2,India,India,False,M,1
Real Estate,2,Malaysia,Malaysia,False,M,1
Manufacturing,2,China,China,True,M,1
Manufacturing,1,Russia,Russia,True,M,1
Fashion & Retail,3,United States,United States,False,M,1
Telecom,2,Lebanon,Lebanon,True,M,1
Telecom,3,Lebanon,Lebanon,True,M,1
Real Estate,3,Japan,Japan,False,M,1
Diversified,2,India,India,False,M,1
Diversified,2,France,Greece,False,M,1
Technology,2,India,India,True,M,1
Fashion & Retail,1,Germany,Germany,False,M,1
Diversified,1,Germany,Germany,False,F,1
Service,1,India,India,False,M,1
Manufacturing,3,India,India,False,M,1
Technology,1,United States,United States,True,M,1
Healthcare,3,United States,United States,False,M,1
Media & Entertainment,1,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Manufacturing,2,Taiwan,Taiwan,False,M,1
Logistics,3,Hong Kong,Hong Kong,False,M,1
Technology,2,United States,United States,True,F,1
Manufacturing,2,Hong Kong,China,True,M,1
Healthcare,3,Hong Kong,Hong Kong,True,M,1
Manufacturing,2,China,China,True,M,1
Finance & Investments,3,Brazil,Brazil,False,M,1
Finance & Investments,3,Spain,Spain,False,M,1
Diversified,3,Oman,Oman,True,M,1
Diversified,2,India,India,False,M,1
Diversified,2,India,India,False,M,1
Diversified,2,India,India,False,M,1
Finance & Investments,2,Hong Kong,India,True,M,1
Healthcare,1,Germany,Germany,False,F,1
Healthcare,2,United Kingdom,France,False,F,1
Healthcare,2,United Kingdom,France,False,M,1
Manufacturing,2,Russia,Russia,True,M,1
Food & Beverage,3,Australia,Australia,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Energy,2,United Kingdom,Canada,True,M,1
Sports,2,United States,United States,False,M,1
Automotive,3,India,India,False,M,1
Finance & Investments,2,United Kingdom,Canada,True,M,1
Service,3,Spain,Spain,False,M,1
Metals & Mining,2,Singapore,United States,True,M,1
Metals & Mining,2,Russia,Russia,True,M,1
Diversified,2,India,India,False,M,1
Service,2,United States,United States,False,F,1
Finance & Investments,1,India,India,True,M,1
Construction & Engineering,2,Russia,Russia,True,M,1
Real Estate,2,Hong Kong,China,True,M,1
Diversified,3,Turkey,Turkey,False,M,1
Finance & Investments,2,Russia,Russia,True,M,1
Real Estate,1,Hong Kong,Hong Kong,False,M,1
Real Estate,1,Hong Kong,Hong Kong,False,M,1
Manufacturing,2,Germany,Germany,True,M,1
Manufacturing,2,United States,United States,False,M,1
Real Estate,3,United Kingdom,United Kingdom,True,F,1
Real Estate,2,Hong Kong,Hong Kong,False,F,1
Technology,2,China,China,True,M,1
Food & Beverage,1,China,China,True,M,1
Sports,3,United States,United States,True,M,1
Metals & Mining,2,South Africa,South Africa,True,M,1
Telecom,2,Ireland,Ireland,True,M,1
Food & Beverage,1,,Germany,False,M,1
Diversified,3,Sweden,Sweden,False,M,1
Technology,2,Japan,Japan,False,M,1
Fashion & Retail,2,Hong Kong,Canada,True,F,1
Diversified,3,India,India,True,M,1
Real Estate,3,United States,United States,True,M,1
Metals & Mining,3,,Italy,False,M,1
Metals & Mining,2,,Italy,False,M,1
Healthcare,1,United States,United States,True,M,1
Technology,2,United States,United States,True,M,1
Technology,2,United States,United States,True,M,1
Media & Entertainment,1,,Germany,False,F,1
Manufacturing,3,India,India,False,M,1
Logistics,1,Russia,Russia,True,M,1
Technology,1,United States,United States,True,M,1
Service,3,United States,United States,True,M,1
Media & Entertainment,1,United States,United States,True,M,1
Metals & Mining,2,Kazakhstan,Kazakhstan,True,M,1
Food & Beverage,1,Norway,Norway,False,M,1
Manufacturing,2,Hong Kong,Hong Kong,True,M,1
Healthcare,2,China,China,True,M,1
Healthcare,2,China,China,True,M,1
Real Estate,1,United States,United States,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Media & Entertainment,2,United States,United States,True,M,1
Food & Beverage,1,Brazil,Brazil,False,M,1
Food & Beverage,1,Brazil,Brazil,False,M,1
Media & Entertainment,1,Germany,Germany,False,F,1
Manufacturing,1,Switzerland,Switzerland,False,F,1
Healthcare,2,China,China,True,M,1
Finance & Investments,2,Singapore,New Zealand,False,M,1
Manufacturing,1,China,China,True,M,1
Service,2,Mexico,Mexico,True,M,1
Energy,3,United States,United States,True,M,1
Construction & Engineering,2,Spain,Spain,False,F,1
Manufacturing,1,China,China,True,M,1
Food & Beverage,3,Ireland,Ireland,False,M,1
Diversified,2,Sweden,Sweden,False,M,1
Diversified,1,Sweden,Sweden,False,M,1
Manufacturing,2,Australia,Australia,False,F,1
Finance & Investments,3,United States,United States,True,M,1
Healthcare,2,China,China,True,M,1
Construction & Engineering,3,China,China,True,M,1
Service,1,Russia,Russia,True,M,1
Finance & Investments,2,Spain,Spain,False,F,1
Real Estate,1,Hong Kong,Hong Kong,False,M,1
Finance & Investments,3,United States,United States,True,M,1
Food & Beverage,3,France,France,True,M,1
Technology,2,Canada,Canada,True,M,1
Automotive,2,China,China,True,M,1
Service,1,China,China,True,M,1
Finance & Investments,2,Singapore,Singapore,True,M,1
Diversified,1,China,China,False,M,1
Service,3,Switzerland,Switzerland,True,M,1
Finance & Investments,3,Netherlands,Netherlands,True,M,1
Food & Beverage,3,United States,United States,True,M,1
Manufacturing,2,Germany,Germany,False,M,1
Fashion & Retail,2,India,India,True,F,1
Finance & Investments,1,United States,Australia,False,M,1
Logistics,2,Russia,Russia,True,M,1
Finance & Investments,3,United States,United States,False,M,1
Food & Beverage,1,United States,United States,False,M,1
Technology,2,United States,United States,True,M,1
Automotive,3,Germany,Germany,False,F,1
Healthcare,2,United States,United States,True,M,1
Manufacturing,3,Germany,Germany,False,M,1
Energy,2,United States,United States,True,M,1
Manufacturing,1,Germany,Germany,False,F,1
Food & Beverage,2,United States,United States,False,M,1
Manufacturing,1,Germany,Germany,False,F,1
Construction & Engineering,2,,Germany,False,M,1
Construction & Engineering,1,,Germany,False,M,1
Technology,2,China,China,True,M,1
Technology,1,China,China,True,M,1
Food & Beverage,3,United States,United States,True,M,1
Fashion & Retail,2,United States,United States,False,M,1
Fashion & Retail,3,United States,United States,False,F,1
Fashion & Retail,3,United States,United States,False,M,1
Construction & Engineering,2,United States,United States,False,M,1
Diversified,2,United Kingdom,Iceland,True,M,1
Food & Beverage,3,United States,Canada,False,M,1
Food & Beverage,3,India,India,False,M,1
Automotive,3,United States,United States,True,M,1
Media & Entertainment,1,China,China,True,M,1
Food & Beverage,3,United States,United States,True,M,1
Food & Beverage,3,United States,United States,True,F,1
Finance & Investments,3,United States,United States,True,M,1
Manufacturing,3,India,India,False,M,1
Food & Beverage,2,United States,United States,False,M,1
Metals & Mining,1,Russia,Russia,True,M,1
Technology,2,Cyprus,Cyprus,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Manufacturing,2,India,India,True,M,1
Energy,2,Brazil,Brazil,True,M,1
Technology,2,Canada,Canada,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Fashion & Retail,2,United States,United States,False,M,1
Finance & Investments,2,United States,United States,True,M,1
Media & Entertainment,1,United States,United States,True,M,1
Automotive,2,India,India,False,M,1
Energy,2,Turkey,Turkey,False,M,1
Real Estate,2,United States,United States,True,M,1
Construction & Engineering,2,Austria,Austria,True,M,1
Manufacturing,2,China,China,True,M,1
Real Estate,3,Taiwan,Taiwan,True,M,1
Fashion & Retail,1,China,China,True,F,1
Food & Beverage,3,Thailand,Thailand,False,M,1
Healthcare,3,Switzerland,Switzerland,True,M,1
Automotive,3,India,India,False,M,1
Technology,1,United States,United States,True,M,1
Real Estate,1,Spain,Spain,True,M,1
Manufacturing,2,United States,United States,True,F,1
Finance & Investments,2,United States,United States,False,M,1
Technology,3,China,China,True,F,1
Diversified,2,Turkey,Turkey,False,M,1
Metals & Mining,3,China,China,True,M,1
Diversified,2,China,China,True,M,1
Real Estate,2,United States,United States,True,M,1
Diversified,2,Philippines,Philippines,False,M,1
Diversified,2,Philippines,Philippines,True,M,1
Energy,1,Singapore,India,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Real Estate,3,United States,United States,False,M,1
Automotive,3,Germany,Germany,True,M,1
Fashion & Retail,2,China,United States,True,M,1
